P0,P1,P2,func0,func1,func2,func3,func4
-15.0,-15.0,5.0,0.465511709452,0.21141153574,0.408296227455,0.354635804892,0.420876592398
-20.0,-15.0,10.0,0.46781039238,0.224024280906,0.408492833376,0.363748878241,0.42465031147
-20.0,-15.0,15.0,0.471134006977,0.227220743895,0.385199159384,0.364994525909,0.420305550098
-15.0,-15.0,10.0,0.464394658804,0.225055754185,0.415068030357,0.36378210783,0.424799263477
-15.0,-15.0,15.0,0.468231856823,0.245926231146,0.395664066076,0.376631319523,0.425149083138
-20.0,-15.0,20.0,0.47588288784,0.25925424695,0.408443659544,0.388518303633,0.435397535563
-20.0,-15.0,25.0,0.454422414303,0.256190270185,0.388817459345,0.377274185419,0.417186826468
-15.0,-15.0,20.0,0.471466720104,0.273466676474,0.391512453556,0.393771737814,0.4302521348
-15.0,-15.0,25.0,0.458171367645,0.269155591726,0.387403994799,0.386052757502,0.420936584473
-20.0,-15.0,30.0,0.463424831629,0.290632396936,0.391708344221,0.400478988886,0.428425461054
-20.0,-15.0,35.0,0.470717698336,0.316161304712,0.410564541817,0.418813765049,0.441805243492
-15.0,-15.0,30.0,0.444623112679,0.275082588196,0.392122089863,0.384786695242,0.415581643581
-15.0,-15.0,35.0,0.454941540956,0.296597629786,0.422585606575,0.403277099133,0.433368504047
-20.0,-10.0,0.0,0.452541828156,0.164318814874,0.440531492233,0.318897545338,0.411847442389
-20.0,-10.0,5.0,0.443304181099,0.192350327969,0.40703484416,0.334181696177,0.404347240925
-20.0,-5.0,0.0,0.459303379059,0.193763867021,0.41581851244,0.341048836708,0.415891379118
-20.0,-5.0,5.0,0.444022357464,0.19517621398,0.38916900754,0.335004687309,0.400405198336
-15.0,-10.0,0.0,0.465316176414,0.168991178274,0.436969101429,0.326194524765,0.419136911631
-15.0,-10.0,5.0,0.463913112879,0.213080942631,0.424476653337,0.356476962566,0.424805015326
-15.0,-5.0,0.0,0.457151889801,0.194442242384,0.42380258441,0.341416746378,0.41700604558
-15.0,-5.0,5.0,0.457453966141,0.216350987554,0.398538589478,0.354430109262,0.414642632008
-20.0,-10.0,10.0,0.470735967159,0.229976966977,0.392506957054,0.36725077033,0.422757387161
-20.0,-10.0,15.0,0.501848161221,0.270922482014,0.423046022654,0.405988663435,0.456049054861
-20.0,-5.0,10.0,0.452796369791,0.240282818675,0.371300965548,0.365613162518,0.408449560404
-20.0,-5.0,15.0,0.472828447819,0.285117954016,0.385842442513,0.400371551514,0.431092143059
-15.0,-10.0,10.0,0.452434241772,0.223045855761,0.402115464211,0.357343971729,0.414130330086
-15.0,-10.0,15.0,0.472513318062,0.274584144354,0.398342907429,0.395417630672,0.433047264814
-15.0,-5.0,10.0,0.444160223007,0.242354944348,0.377327531576,0.364334017038,0.405811518431
-15.0,-5.0,15.0,0.450244694948,0.299288928509,0.392250746489,0.400188952684,0.422358751297
-20.0,-10.0,20.0,0.486012428999,0.292613238096,0.425531923771,0.413093566895,0.451407551765
-20.0,-10.0,25.0,0.430855423212,0.246960043907,0.380693644285,0.362540692091,0.40008187294
-20.0,-5.0,20.0,0.469954639673,0.290903538465,0.402023911476,0.40403559804,0.435206979513
